SMILES,bbb 
CNNCc1ccc(C(=O)NC(C)C)cc1,1
CCC(OC(N)=O)C1CCCCC1,1
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,1
NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1,1
CCCC(Cc1ccccc1)N1CCCC1,1
CC(C)C1(C(C)C)OCC(CO)O1,1
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,1
[CH2-][CH-]C,1
CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,1
CC(C)c1cccc(C(C)C)c1O,1
CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
CN(C)CCC=C1c2ccccc2Sc2ccccc21,1
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,1
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1CCOC3,1
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,1
c1ccc2oc(-c3ccncc3)cc2c1,1
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,1
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1
CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12,1
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,1
CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C,1
C#CCN[C@@H]1CCc2ccccc21,1
O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1,1
CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1
CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1
CN1[C@H]2CC[C@@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,1
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,1
CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,1
CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,1
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,1
NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,1
CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc21,1
O=C1CCN=C2CC(c3ccccc3)CN12,1
O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,1
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,1
CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1
Fc1cccc(Br)c1NC1=NCCN1,1
CCCN(CCC)CCc1cccc2c1CC(=O)N2,1
CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,1
CON=C(C#N)C1CN2CCC1CC2,1
OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1
NC(=O)c1ccccc1O,1
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,1
CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,1
CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,1
N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2,1
C#CCN(C)[C@H](C)Cc1ccccc1,1
COCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1
CN1CCC2=C(C1)c1ccccc1Cc1ccccc12,1
O.c1cncc(CC2(Cc3ccncc3)c3cccnc3-c3ncccc32)c1,1
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,1
CN1CCN(c2ccccc2Cc2ccccc2)CC1,1
Cc1cc(NC(=O)c2c(C)cccc2C)no1,1
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,1
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,1
C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1
CN(C)CC1COC2(O1)c1ccccc1COc1ccccc12,1
CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,1
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,1
NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,1
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,1
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,1
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,1
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,1
CSCC[C@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,1
O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1,1
CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1
CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,1
Cn1nc(-c2cccc(F)c2)n(C)c1=S,1
O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,1
CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,1
CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21,1
CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,1
Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,1
CNC1CCC(c2ccccc2)c2ccccc21,1
CCNCc1c(CSC)cnc(C)c1O,1
COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,1
CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,1
CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,1
COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,1
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1
CCCCCCSc1nsnc1C1=CCCN(C)C1,1
OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,1
OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,1
O=C1NCCNC1c1cccs1,1
CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,1
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1
CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,1
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,1
O=C1NC(=O)C2(CCc3ccccc3C2)N1,1
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1
COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,1
C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,1
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,1
CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,1
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1
CN(C)C1=NC(=O)C(c2ccccc2)O1,1
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1
Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,1
S=C1NCCC(COc2ccccc2)O1,1
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C.[Cl-].[H+],1
CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1,1
O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1
N=C1SCCN1c1ccc(Cl)cc1N,1
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1
CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,1
CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1
COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,1
CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,1
CNCCOC(c1ccccc1)c1ccccc1C,1
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,1
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,1
Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1,1
CCC1(O)CCN2CCc3ccc(C)cc3C2C1,1
Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1,1
CCCCCC(=O)CC[C@]1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,1
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,1
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1.[Cl-].[H+],1
CC1Oc2ccccc2CC1N(C)C,1
OC(Br)(Br)CBr,1
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,1
O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1,1
O=P(O)(O)OCC(Cl)(Cl)Cl,1
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1
N/C(N=O)=C1\NNc2ccccc2N(Cc2ccccc2)C1=O,1
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,1
CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,1
CCOC(N)=O,1
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,1
CCCC(CCC)(CCC)C(N)=O,1
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,1
CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,1
Nc1c2c(nc3ccccc13)CCCC2O,1
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1
C=CC(N)CCC(=O)O,1
CCOc1ccccc1OCC1CNCCO1,1
C=COC=C,1
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1
FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,1
OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1,1
C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,1
Cc1cccc(C)c1NC1=NCCCS1,1
CC(C)C(CCCCCC(=O)O)NCc1ccc(F)cc1,1
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,1
COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1,1
CC(c1noc2ccc(Cl)cc12)n1ccnc1,1
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,1
CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,1
CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1
C=CCN1C(=O)C(CC(C)C)NC1=S,1
C=CCC(N)Cc1ccccc1,1
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,1
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,1
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,1
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,1
CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,1
CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,1
Cc1cc(N(C)C)ccc1C[C@H](C)N.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1
CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1
CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,1
COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,1
CN1CCN2c3ccccc3Cn3cccc3C2C1.O=C(O)/C=C\C(=O)O,1
CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1
CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,1
Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,1
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1
N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,1
O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,1
Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@@H]21,1
CC(NNC(=O)c1ccccc1)c1ccccc1,1
CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,1
O=C(OC1CN2CCC1CC2)c1ccccc1,1
CNCC12CCC(c3ccccc31)c1ccccc12,1
CC(Cc1ccccc1)N(C)Cc1ccccc1,1
CCCN(c1ccncc1)n1ccc2ccccc21.[Cl-].[H+],1
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1
CNCCCCOc1ccccc1Cc1ccccc1.[Cl-].[H+],1
CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,1
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,1
CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,1
COc1cc(Br)c2oc(C3CCNCC3)cc2c1,1
CN(C)C(=O)CCNc1ccc(Br)cc1,1
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,1
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,1
CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,1
CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1
CCCCNCC1COc2ccccc2O1,1
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,1
CCOC(=O)NNC(C)c1ccccc1,1
CCOC(=O)NC(O)C(Cl)(Cl)Cl,1
CCC(Br)(CC)C(=O)NC(N)=O,1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,1
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,1
Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,1
CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1.[Cl-].[H+],1
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
CCCC(O)Cl,1
NC(=O)OCC(O)COc1ccc(Cl)cc1,1
CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,1
O=C1NC(CCCl)Oc2ccccc21,1
CN(C)CCCN1c2ccccc2CCc2ccc(C#N)cc21,1
OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21,1
CNC1CCN2c3ccccc3CCc3cccc1c32,1
CN(C)CCC=C1c2ccccc2COc2ccccc21,1
COc1ccc([C@H](O)CN2CCN(c3cccccc3=O)CC2)cc1OC,1
CN(C/C=C/c1ccccc1)CCOC(c1ccccc1)c1ccccc1,1
CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,1
O=C1CCC(c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1,1
CCNC(=O)/C=C/c1cccc(Br)c1,1
COc1cc(/C=C/C(N)=O)cc(OC)c1OC,1
O=C(CCCN1CCN(c2cc3ccccc3cn2)CC1)c1ccc(F)cc1,1
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1
NC(=O)C1c2ccccc2C=Cc2ccccc21,1
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,1
CN(C)CC(O)C(c1ccccc1)c1ccc(Cl)cc1,1
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CCl,1
CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,1
CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,1
CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1,1
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,1
COCCCC/C(=N\OCCN)c1ccc(Cl)cc1,1
O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,1
OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1,1
C/C=C/C(=O)N(CCC)C(CC)C(=O)N(C)C,1
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,1
O=C1N=C(NC2CC2)OC1c1ccccc1,1
NC1CCCC1c1ccccc1,1
ON1CC(=NCC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1,1
CN1CCCc2cccc(OCC3CNCCO3)c21,1
CNCCCC1(C)CN(c2ccccc2)c2ccccc21,1
CN(C)CC1=Cc2ccccc2Sc2ccccc21,1
CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,1
CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,1
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.[Cl-].[H+],1
CC1=Nc2ccccc2CC(c2ccccc2)N1C,1
O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,1
CN1C[C@@H](CC#N)CC2c3cccc4[nH]cc(c34)C[C@H]21,1
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,1
CNCCON=c1c2ccccc2ccc2ccccc12,1
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,1
CN(C)CCCN1c2ccccc2C=Cc2ccccc21,1
FC(F)OC(F)C(F)(F)F,1
CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,1
CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,1
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,1
NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1,1
CC12CCCCCC(Cc3ccc(O)cc31)C2N,1
C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5,1
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,1
Cc1ccc2c(c1)C1CN(C)CCC1N2,1
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,1
COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1,1
CCN(CC)CCN1c2ccccc2Sc2ccccc21,1
Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,1
Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,1
COc1ccc2c(c1)/C(=C/CCN(C)C)c1ccccc1O2,1
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,1
C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,1
NC(=O)CN1C(=O)C(c2ccccc2)c2ccccc21,1
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21.[Cl-].[H+],1
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1
O=C1NCNC1(c1ccccc1)c1ccccc1,1
CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,1
Cn1cc(CCN2CCN(c3ccccc3Cl)CC2)cn1,1
C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21,1
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,1
CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,1
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,1
CCN1C(=O)NC(c2ccccc2)C1=O,1
CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,1
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,1
CNC1CCc2ncsc2C1,1
CCC(N)Cc1c[nH]c2ccccc12,1
O=C(CCCl)NCCc1ccccc1,1
O=C1C=CC=C/C1=C1/NN=CO1,1
CN(C)CCCn1cc(-c2ccccc2)c(-c2ccccc2)n1,1
Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21,1
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
CN(C)C1CCc2[nH]c3c(F)cc(F)cc3c2C1,1
C#CC1(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1,1
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,1
CCCCC(=O)O[C@]1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CNCCSC1=Cc2cc(F)ccc2Oc2ccccc21,1
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(F)cc1)c1ccc(F)cc1,1
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,1
CC(Cc1ccccc1)N(C)Cc1ccco1,1
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,1
CN(C)CCC(c1ccccc1)C1CCCCC1,1
N=C(N)NCCCOc1ccccc1,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,1
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,1
CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,1
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,1
CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1
CCC1(c2ccccc2)NCC(=O)NC1=O,1
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,1
CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc21,1
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,1
CC(C)NNC(=O)c1ccncc1,1
CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,1
C=C1CC2C3C=CC4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@@]1(O)C(=O)CO,1
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,1
CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21,1
O=C1CC[C@H]2[C@H]3Cc4cccc(O)c4[C@@]2(CCN3CC2CC2)C1,1
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,1
CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,1
CCO[C@H]1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,1
c1ccc2cc(COC3CCNCC3)ccc2c1,1
CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,1
OC1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1,1
Clc1ccc(N2CCN(C/C=C/c3ccccc3)CC2)nn1,1
Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,1
CN1C[C@@H]2[C@@H](Cc3ccc(Cl)cc3[C@H]2c2ccccc2)C1,1
CN1CCC2=C(CC1)c1ccccc1Oc1ccccc12,1
CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1.O=C(O)CCC(=O)O,1
CN(C)CC(Oc1ccccc1)Oc1ccccc1,1
COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC,1
CN1C(=O)CN=C(C2=CCCCC2)c2cc([N+](=O)[O-])ccc21,1
CCC1(c2ccccc2)NC(=O)N(C)C1=O,1
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1
Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1,1
COCC1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C,1
CC(C(=O)c1ccccc1)N(C)C,1
CNC1Cc2ccccc2N(C)c2ccccc21,1
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,1
CC1C2Cc3ccc(O)cc3C1(C)CCN2C,1
CCC1(c2ccccc2)C(=O)NC(=O)N1C,1
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1
CC1(C)NC(=O)C(/C=C/c2ccccc2)O1,1
CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,1
CN1C(=O)CC(C)(c2ccccc2)C1=O,1
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,1
COC(=O)c1cncn1C(C)c1ccccc1,1
CNCCCN1Cc2ccccc2Cc2ccccc21,1
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1
O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc32)CC1,1
